"","educ","yob","qob","pob","wklywge"
"773",12,38,2,12,1134.71182613543
"774",14,34,2,17,557.788579054051
"775",9,35,2,26,364.134753116933
"776",10,33,3,39,100.113645929293
"777",12,33,1,39,192.403936884517
"778",10,39,3,55,437.745197398445
"779",9,39,2,51,285.816215181286
"780",12,35,2,46,538.557893694644
"781",9,37,1,48,307.788543464825
"782",8,30,4,42,521.847813314238
"783",14,31,3,53,190.096150610092
"784",10,33,3,29,175.09995810001
"785",12,30,3,42,384.019756314514
"786",14,33,1,42,769.326917920281
"787",12,34,1,12,488.173072627121
"788",6,35,2,25,230.865433080054
"789",12,35,3,41,27.0192344658287
"790",16,31,4,39,640.672880611132
"791",12,31,3,13,113.571432478397
"792",13,37,1,26,384.711614361321
"793",12,32,1,1,18.3653915593507
"794",17,32,3,27,384.711614361321
"795",10,30,4,8,94.326955768939
"796",12,31,4,40,301.826998324006
"797",13,32,2,33,1066.83329288547
"798",9,34,1,18,463.750179043872
"799",12,31,2,42,273.749923040479
"800",12,30,1,28,57.7884541191239
"801",11,38,3,37,403.94228142715
"802",15,34,4,34,403.94228142715
"803",16,32,4,13,387.596170524479
"804",14,38,4,49,342.788623779912
"805",16,39,4,27,173.173156750926
"806",14,38,2,9,500.095959996047
"807",17,37,4,40,575.1247650755
"808",11,36,3,26,392.404030874673
"809",13,35,3,42,769.326917920281
"810",12,35,1,31,44.7872275749894
"811",10,36,3,54,423.172966617204
"812",18,33,2,36,150.250064094362
"813",12,37,2,40,1250.09646585164
"814",12,35,2,42,320.288451274385
"815",12,38,3,17,515.865462553637
"816",13,39,4,22,461.634752774662
"817",12,36,3,42,224.019701250803
"818",19,30,3,22,230.865433080054
"819",12,39,4,13,449.711380352631
"820",16,37,3,36,412.980757555378
"821",12,34,3,53,673.172761319504
"822",12,36,4,55,498.942071582679
"823",16,39,4,17,346.249980090089
"824",12,32,1,6,486.634827038236
"825",14,39,4,45,114.134662355317
"826",16,39,3,29,334.711511127619
"827",20,31,1,36,490.86542169956
"828",16,33,4,19,239.326804318083
"829",14,32,4,36,562.980504694899
"830",4,36,4,29,106.250020420771
"831",13,35,3,22,769.326917920281
"832",12,33,4,35,470.686374182003
"833",12,37,1,42,372.211410260621
"834",14,33,2,21,562.656321297976
"835",3,39,3,45,100.096127574156
"836",12,32,4,54,401.826739723103
"837",12,35,3,39,157.788416577788
"838",16,31,2,46,769.326917920281
"839",13,36,2,39,432.788432478619
"840",15,30,2,36,298.173043243499
"841",9,32,3,9,327.01923768246
"842",16,31,3,42,452.980917558117
"843",12,36,3,27,89.9038710445062
"844",10,31,3,49,237.596058845422
"845",16,31,2,36,653.172983490611
"846",12,36,1,39,51.2500195765547
"847",9,31,4,36,412.403813833942
"848",12,32,1,37,792.403712541846
"849",1,30,1,47,115.480767390854
"850",8,34,4,29,423.928580997271
"851",12,32,4,36,230.865433080054
"852",12,37,4,36,211.634557104866
"853",3,37,2,54,280.10008899729
"854",12,39,2,38,538.557893694644
"855",16,34,3,42,679.134368681137
"856",14,39,4,6,269.326931395683
"857",9,31,2,42,400.333520124157
"858",12,38,2,5,327.01923768246
"859",12,33,3,17,186.826989731155
"860",16,38,2,36,1425.12527340472
"861",14,30,3,6,673.172761319504
"862",18,36,1,25,788.558030686479
"863",20,30,3,55,600.111217176756
"864",11,33,2,36,442.403782444095
"865",12,37,3,29,85.6731093654655
"866",10,30,1,40,423.172966617204
"867",16,38,3,25,961.635037706562
"868",13,38,2,48,327.01923768246
"869",12,32,3,37,615.480953262824
"870",12,36,4,5,259.903913695296
"871",9,39,4,26,286.500132891682
"872",12,32,2,20,340.100104746344
"873",12,39,1,33,226.500012474921
"874",13,30,4,5,288.557680969383
"875",12,36,3,20,490.480734026219
"876",12,32,3,42,557.788579054051
"877",16,31,3,48,288.557680969383
"878",12,38,2,39,269.326931395683
"879",12,36,2,42,403.94228142715
"880",12,39,2,36,277.099874787147
"881",12,38,1,6,218.750103854273
"882",14,39,2,42,394.32679719015
"883",12,32,2,42,236.634557588102
"884",12,39,3,42,211.634557104866
"885",15,36,4,39,442.403782444095
"886",12,33,4,25,461.634752774662
"887",12,32,2,28,269.326931395683
"888",12,31,1,16,454.519128663356
"889",3,34,2,13,166.87499513484
"890",12,33,3,30,615.480953262824
"891",11,32,2,28,711.634900714472
"892",18,32,3,39,501.826779807321
"893",12,32,1,6,346.249980090089
"894",18,39,4,47,365.480892455584
"895",12,38,1,6,384.711614361321
"896",16,30,3,36,180.124990215667
"897",12,33,3,44,428.942123684274
"898",9,38,1,45,180.208407395724
"899",10,33,3,42,367.596180478832
"900",9,31,3,46,490.686288514434
"901",11,35,3,28,250.096038976685
"902",13,30,1,20,365.480892455584
"903",17,36,3,16,1354.27021295775
"904",8,30,2,21,827.01927343999
"905",20,38,3,42,538.557893694644
"906",12,32,1,19,440.480862727485
"907",12,33,3,25,288.557680969383
"908",12,39,1,37,202.019252042327
"909",20,35,4,18,615.480953262824
"910",9,35,2,53,461.634752774662
"911",11,31,3,34,260.67306562255
"912",5,30,1,37,200.555496706395
"913",7,31,4,19,428.71441587837
"914",6,37,2,54,481.442112138851
"915",16,38,1,47,1173.17262122988
"916",11,30,4,45,346.249980090089
"917",12,34,3,48,692.403584354935
"918",12,35,2,37,682.788398698188
"919",14,39,3,26,673.172761319504
"920",12,33,2,42,255.67318300296
"921",17,35,3,48,730.865172358431
"922",12,36,2,8,648.365123591797
"923",11,30,3,6,615.480953262824
"924",12,36,3,42,244.326879788833
"925",16,32,4,26,146.249928906142
"926",16,34,3,34,461.634752774662
"927",12,36,1,25,23.1730739721404
"928",8,31,3,1,230.865433080054
"929",8,33,3,29,288.557680969383
"930",14,36,3,9,423.172966617204
"931",16,38,1,26,1000.09572559927
"932",20,34,4,55,442.403782444095
"933",8,33,1,5,192.403936884517
"934",12,39,4,45,384.711614361321
"935",15,38,3,37,402.788656971588
"936",14,33,1,39,557.788579054051
"937",9,33,3,45,192.403936884517
"938",10,30,1,21,327.01923768246
"939",15,35,1,42,391.412894900293
"940",16,38,1,29,961.635037706562
"941",12,35,1,35,173.173156750926
"942",12,38,3,45,228.099970508875
"943",10,38,4,42,794.778134814159
"944",11,32,4,51,38.5577069149205
"945",12,37,2,34,307.788543464825
"946",16,35,4,42,384.711614361321
"947",16,32,1,40,335.480891668039
"948",10,37,4,27,200.124965715213
"949",12,34,2,19,402.755226900427
"950",14,36,4,55,298.557636113093
"951",18,39,3,42,250.192344489313
"952",7,30,3,51,187.656281579855
"953",8,31,4,12,104.270866612269
"954",12,37,4,13,200.833257680094
"955",10,35,4,1,288.557680969383
"956",12,39,1,23,211.442268700778
"957",10,37,4,9,384.711614361321
"958",12,36,4,29,365.480892455584
"959",14,30,2,8,263.750083136578
"960",11,39,1,12,375.612114296667
"961",18,31,3,18,769.326917920281
"962",12,35,2,36,461.634752774662
"963",10,37,2,48,250.125051799918
"964",12,30,1,22,475.125034537117
"965",12,36,2,42,182.788546289978
"966",16,32,4,48,230.865433080054
"967",16,34,1,48,711.634900714472
"968",12,30,3,36,750.095851226683
"969",12,39,3,42,224.375054019961
"970",16,31,1,55,667.403626449704
"971",10,31,4,48,450.096048004821
"972",12,38,4,33,480.86520896896
"973",15,36,4,47,392.404030874673
"974",16,31,3,36,384.711614361321
"975",10,34,1,29,288.557680969383
"976",12,32,1,39,192.403936884517
"977",8,30,2,28,714.099993890829
"978",8,36,3,19,188.74992674064
"979",12,32,2,47,423.172966617204
"980",19,35,2,39,769.326917920281
"981",16,33,4,37,530.865131850943
"982",18,37,1,26,612.019411410295
"983",12,37,2,1,961.635037706562
"984",8,34,3,51,438.557529793866
"985",12,34,1,25,384.711614361321
"986",15,34,3,53,461.634752774662
"987",12,32,2,28,418.172906956534
"988",16,34,2,36,577.019464553128
"989",12,33,1,18,777.916350686454
"990",16,37,2,31,1046.25039568797
"991",16,31,2,24,330.865517077317
"992",12,37,3,36,230.865433080054
"993",16,39,2,36,577.019464553128
"994",16,34,4,48,363.557693128022
"995",12,37,2,42,288.557680969383
"996",18,35,3,34,230.865433080054
"997",12,38,1,48,384.711614361321
"998",10,36,2,42,308.12514025947
"999",16,35,2,19,1442.30816259091
"1000",14,32,4,11,581.057663130327
"1001",18,38,4,39,480.86520896896
"1002",20,33,1,34,634.711776134749
"1003",12,36,2,13,497.21175412764
"1004",14,32,1,36,400.100193703185
"1005",13,39,2,40,230.865433080054
"1006",13,35,1,6,295.865512081701
"1007",16,38,3,27,760.099997284927
"1008",11,39,2,30,269.326931395683
"1009",15,39,4,17,192.499970407393
"1010",10,35,4,1,200.312570687291
"1011",16,35,1,39,769.326917920281
"1012",9,37,2,30,353.039165075053
"1013",11,36,3,27,411.249875769791
"1014",12,37,4,18,346.249980090089
"1015",12,32,4,42,30.8653748315936
"1016",12,33,2,15,442.403782444095
"1017",8,30,3,24,205.09617182816
"1018",12,38,1,48,527.019210268821
"1019",15,32,4,42,686.372854670314
"1020",12,35,4,54,561.057838983156
"1021",12,30,4,1,446.826778779709
"1022",20,39,2,48,730.865172358431
"1023",16,37,1,25,114.999985238227
"1024",13,39,1,36,489.903777807611
"1025",12,30,1,1,361.634487972442
"1026",8,39,4,17,605.865491372069
"1027",8,30,3,54,327.01923768246
"1028",16,39,1,48,243.55773033817
"1029",13,36,2,37,346.249980090089
"1030",20,31,2,39,924.134847641892
"1031",19,33,2,48,192.403936884517
"1032",12,35,4,18,625.103977562857
"1033",12,37,1,51,342.403888224855
"1034",12,31,3,37,241.250062672151
"1035",17,31,2,53,522.840789532208
"1036",12,31,1,39,1000.09572559927
"1037",7,37,1,34,188.557688527296
"1038",15,34,3,45,334.326814132991
"1039",12,39,3,18,288.557680969383
"1040",12,37,2,36,375.124886051848
"1041",18,30,4,17,846.25014874835
"1042",16,38,4,33,846.25014874835
"1043",12,38,4,48,468.469500856417
"1044",16,35,4,34,903.942724020006
"1045",13,39,4,16,403.94228142715
"1046",12,39,4,13,384.711614361321
"1047",12,32,1,22,505.865589195744
"1048",14,33,2,17,673.172761319504
"1049",10,33,1,48,500.095959996047
"1050",13,30,4,17,384.711614361321
"1051",10,37,3,55,423.172966617204
"1052",10,34,2,1,130.108666832713
"1053",10,36,1,54,575.1247650755
"1054",17,30,2,39,355.865553210626
"1055",16,31,1,29,525.124826976831
"1056",14,31,4,51,519.327133692303
"1057",17,36,2,42,769.326917920281
"1058",10,31,2,42,230.865433080054
"1059",15,39,3,36,555.865300715766
"1060",14,38,4,28,230.865433080054
"1061",6,34,4,37,160.624926811318
"1062",16,32,2,26,417.403758852895
"1063",6,32,2,5,46.2499785419274
"1064",18,37,3,36,504.875063673033
"1065",12,35,4,42,403.557507806701
"1066",18,36,4,51,442.403782444095
"1067",12,32,3,29,474.711380804387
"1068",13,35,1,25,430.096241032881
"1069",12,30,2,13,705.980064611235
"1070",12,30,2,42,460.882440170588
"1071",14,34,1,48,366.249941278675
"1072",8,34,2,6,269.326931395683
"1073",12,30,4,17,384.711614361321
"1074",16,34,1,36,230.865433080054
"1075",12,38,1,30,294.711526017938
"1076",14,39,4,36,357.788489374657
"1077",12,39,3,34,961.635037706562
"1078",8,31,2,47,115.480767390854
"1079",16,34,4,17,923.173323825475
"1080",12,34,3,47,346.249980090089
"1081",12,38,1,12,307.788543464825
"1082",11,32,2,42,153.942322032129
"1083",14,32,4,17,923.173323825475
"1084",18,32,3,25,495.480996071382
"1085",12,33,1,47,442.403782444095
"1086",9,31,1,5,288.557680969383
"1087",13,32,2,6,500.095959996047
"1088",12,30,3,55,346.249980090089
"1089",19,37,2,1,392.254945670923
"1090",13,39,1,22,500.108462551328
"1091",16,36,1,22,509.711561479868
"1092",13,31,2,36,200.099951657909
"1093",12,38,1,13,355.865553210626
"1094",12,34,2,34,269.326931395683
"1095",16,37,4,34,577.019464553128
"1096",12,36,2,42,483.49984774909
"1097",15,33,2,22,467.59615185585
"1098",17,31,2,34,538.653765532062
"1099",7,37,4,37,288.557680969383
"1100",12,33,1,29,769.326917920281
"1101",18,32,2,47,404.134603722184
"1102",13,36,4,21,507.788488674877
"1103",20,38,1,6,96.2500025825903
"1104",12,38,2,18,277.211568541466
"1105",15,34,1,42,121.071466079449
"1106",16,38,2,26,577.019464553128
"1107",12,32,3,19,375.208173021063
"1108",10,32,4,36,175.096105943305
"1109",10,38,4,36,153.942322032129
"1110",9,32,1,54,402.058660654678
"1111",11,37,1,19,60.1000095233769
"1112",12,39,3,25,307.788543464825
"1113",12,32,1,42,769.326917920281
"1114",14,38,3,24,288.557680969383
"1115",13,30,4,42,346.249980090089
"1116",9,31,1,42,530.480924595292
"1117",13,39,4,13,269.326931395683
"1118",14,39,4,10,341.274452633206
"1119",12,32,1,42,288.557680969383
"1120",16,34,3,42,230.865433080054
"1121",17,36,3,5,889.519118134762
"1122",7,37,3,51,153.942322032129
"1123",8,34,2,40,317.596274772989
"1124",10,31,4,39,335.096315681786
"1125",12,38,2,54,416.634775542083
"1126",12,37,3,17,273.173192828564
"1127",8,32,3,9,353.172992277269
"1128",16,30,1,36,701.249679643193
"1129",9,31,2,13,153.942322032129
"1130",12,34,3,21,365.480892455584
"1131",9,39,1,40,180.099954582044
"1132",20,39,1,17,192.403936884517
"1133",16,33,1,38,394.32679719015
"1134",16,32,1,42,200.099951657909
"1135",8,38,4,21,23.1730739721404
"1136",20,33,1,36,791.770834843834
"1137",12,36,4,41,269.326931395683
"1138",12,33,2,17,577.019464553128
"1139",12,34,3,27,346.249980090089
"1140",12,35,1,53,389.509790084477
"1141",12,38,4,17,384.711614361321
"1142",16,34,4,6,423.172966617204
"1143",12,36,1,21,360.100082587205
"1144",12,39,1,34,336.634576736493
"1145",12,38,3,45,267.403833295294
"1146",9,32,4,39,577.019464553128
"1147",12,32,3,19,384.711614361321
"1148",10,34,2,34,221.24993718978
"1149",12,30,3,47,403.94228142715
"1150",10,35,2,28,306.224349005003
"1151",12,35,3,36,511.442415813785
"1152",13,34,2,17,480.86520896896
"1153",12,34,2,42,177.403890446749
"1154",11,39,4,29,508.265525999716
"1155",12,38,2,29,269.326931395683
"1156",6,38,4,48,285.816215181286
"1157",13,37,2,21,366.634705682979
"1158",14,30,1,29,557.788579054051
"1159",12,33,1,5,346.249980090089
"1160",19,33,2,30,703.645726435109
"1161",8,33,3,25,400.555366340033
"1162",8,39,1,36,449.134770625875
"1163",12,32,2,39,346.249980090089
"1164",18,38,4,17,822.404198608697
"1165",13,37,2,54,365.480892455584
"1166",14,30,3,40,312.211549090618
"1167",12,38,2,13,269.326931395683
"1168",12,36,3,48,365.480892455584
"1169",12,31,4,13,523.172898867115
"1170",12,38,2,24,730.865172358431
"1171",12,30,4,42,192.403936884517
"1172",8,36,3,19,269.326931395683
"1173",17,32,2,36,440.100011523118
"1174",6,30,1,31,280.096167623494
"1175",12,39,4,23,299.134707891917
"1176",12,39,3,48,557.788579054051
"1177",8,37,1,40,346.249980090089
"1178",16,30,2,46,555.865300715766
"1179",6,30,2,1,690.595314325357
"1180",13,35,4,5,28.9422944193236
"1181",13,32,2,12,482.100211443525
"1182",12,36,2,36,346.249980090089
"1183",8,37,4,42,384.711614361321
"1184",12,30,1,13,365.480892455584
"1185",18,38,3,48,365.480892455584
"1186",10,30,4,40,916.805183638091
"1187",8,39,1,47,150.096136679942
"1188",16,31,4,37,288.557680969383
"1189",12,34,1,27,352.980918418297
"1190",8,39,4,21,155.833323973885
"1191",13,38,3,54,504.711510649424
"1192",12,37,4,27,377.888810412342
"1193",8,31,4,42,21.2500022233786
"1194",12,35,1,22,346.249980090089
"1195",13,36,3,53,730.865172358431
"1196",12,33,2,47,64.4642624689985
"1197",13,36,1,30,1154.03872073307
"1198",17,38,4,17,480.86520896896
"1199",12,32,3,26,606.632396183679
"1200",12,38,2,47,388.942298612347
"1201",16,37,3,42,327.01923768246
"1202",10,37,3,42,257.81260917614
"1203",18,39,1,13,526.499825426302
"1204",12,39,1,34,269.326931395683
"1205",8,36,2,29,410.694241631065
"1206",14,39,3,42,316.44232579407
"1207",12,36,3,20,232.788426436122
"1208",12,36,3,45,269.326931395683
"1209",8,37,4,54,83.4722298588293
"1210",12,35,1,39,327.01923768246
"1211",13,37,4,17,442.403782444095
"1212",11,35,3,39,423.172966617204
"1213",11,31,3,42,288.557680969383
"1214",12,32,3,26,221.24993718978
"1215",10,36,3,39,311.442272491854
"1216",14,35,2,26,327.01923768246
"1217",10,39,3,13,196.176546254788
"1218",12,33,2,36,422.596152167623
"1219",12,35,4,29,6502.50001740845
"1220",15,32,2,39,527.404074750762
"1221",7,34,4,48,355.865553210626
"1222",12,39,4,6,327.01923768246
"1223",9,37,2,47,204.183683901702
"1224",10,39,2,39,288.557680969383
"1225",20,34,1,12,769.326917920281
"1226",16,30,4,36,514.326871446771
"1227",10,32,1,13,346.249980090089
"1228",9,32,3,42,227.386451612262
"1229",8,33,2,33,239.903797684088
"1230",16,38,4,45,1060.67311529605
"1231",20,33,2,28,519.327133692303
"1232",13,35,2,48,480.86520896896
"1233",12,36,4,29,336.634576736493
"1234",16,36,3,42,462.019454729843
"1235",11,38,1,42,90.5952696212614
"1236",12,31,2,5,375.288476162219
"1237",12,32,2,54,192.596244459104
"1238",12,30,3,39,384.711614361321
"1239",8,38,3,12,409.326857715267
"1240",12,39,3,42,250.416617289186
"1241",12,30,2,21,294.264787569754
"1242",8,32,1,42,295.568316607799
"1243",9,31,1,55,413.557681292001
"1244",8,30,2,29,567.40367541647
"1245",13,37,2,36,485.865579377196
"1246",12,38,3,8,230.865433080054
"1247",5,38,2,24,233.365291367432
"1248",14,30,2,39,721.250131395672
"1249",16,30,4,26,840.288260306022
"1250",17,35,3,6,480.86520896896
"1251",9,33,3,37,173.173156750926
"1252",20,36,1,17,711.634900714472
"1253",12,34,2,38,346.249980090089
"1254",14,35,3,26,906.354037880787
"1255",10,36,1,29,346.249980090089
"1256",20,37,1,42,500.113463660959
"1257",12,39,2,48,269.326931395683
"1258",12,36,3,37,288.557680969383
"1259",12,39,2,45,384.711614361321
"1260",15,34,4,5,42.0192144259271
"1261",12,37,4,55,460.28828513516
"1262",12,37,3,47,157.788416577788
"1263",12,31,2,34,384.711614361321
"1264",12,39,3,30,600.099815171949
"1265",13,31,3,51,247.211439300421
"1266",12,35,1,26,336.250023229479
"1267",12,35,3,6,346.249980090089
"1268",16,35,1,34,210.673175213016
"1269",18,36,2,36,681.932036737351
"1270",16,34,4,21,536.634376774859
"1271",14,34,1,28,565.480606195546
"1272",18,38,4,6,692.403584354935
"1273",11,37,4,18,438.877354795135
"1274",12,39,1,36,1202.01909380728
"1275",14,36,4,42,519.327133692303
"1276",16,36,3,17,1115.48102118658
"1277",13,34,2,21,307.788543464825
"1278",13,33,1,36,400.100193703185
"1279",17,39,3,36,200.099951657909
"1280",11,33,4,1,615.480953262824
"1281",8,30,1,1,307.788543464825
"1282",12,32,1,31,448.942133132973
"1283",16,36,1,36,400.096192721253
"1284",14,34,4,36,500.095959996047
"1285",12,30,2,34,404.519118538139
"1286",19,39,2,35,461.634752774662
"1287",13,37,3,36,750.095851226683
"1288",12,39,1,23,316.634464594053
"1289",16,39,4,13,384.711614361321
"1290",10,37,1,26,513.163239393719
"1291",12,30,4,36,403.94228142715
"1292",12,39,3,37,36.6346311748936
"1293",10,35,4,36,153.942322032129
"1294",12,37,3,29,307.788543464825
"1295",16,36,2,36,480.86520896896
"1296",20,32,1,36,697.790559700242
"1297",13,34,3,13,384.711614361321
"1298",12,31,1,47,230.865433080054
"1299",17,34,2,17,431.931927242418
"1300",12,38,2,18,307.788543464825
"1301",11,34,3,1,33.1249905823523
"1302",13,30,2,21,846.25014874835
"1303",17,35,2,36,403.94228142715
"1304",11,30,1,13,343.90621864922
"1305",12,31,3,40,389.711608422178
"1306",3,32,2,48,175.480688532575
"1307",12,38,3,6,240.480739235535
"1308",9,33,1,17,295.576888213268
"1309",17,32,1,6,500.095959996047
"1310",12,37,2,9,169.000048178007
"1311",20,30,3,40,465.480869871275
"1312",12,35,4,36,327.01923768246
"1313",12,38,1,5,346.249980090089
"1314",18,39,4,27,458.437514515369
"1315",11,39,3,17,259.711655943303
"1316",12,35,2,47,369.326841013015
"1317",12,37,2,54,34.7115331789442
"1318",16,31,3,48,403.94228142715
"1319",12,30,3,38,538.557893694644
"1320",12,37,3,34,445.096004790624
"1321",14,33,2,36,519.327133692303
"1322",7,32,1,47,288.557680969383
"1323",12,32,1,54,230.865433080054
"1324",14,37,3,53,568.295198849643
"1325",19,38,3,22,230.865433080054
"1326",11,39,1,17,337.625063435429
"1327",12,39,1,36,459.134410258235
"1328",12,39,3,10,355.865553210626
"1329",15,38,1,5,178.69045371404
"1330",10,38,2,8,1442.30816259091
